profile	genome_id	sample_id	overall_status	tech_status	bio_status	total_te_pct	total_te_bp	total_te_source	ltr_total_pct	ltr_total_bp	ltr_known_pct	ltr_known_bp	ltr_unknown_pct	ltr_unknown_bp	tir_pct	tir_bp	helitron_pct	helitron_bp	line_present	line_pct	line_bp	sine_present	sine_pct	sine_bp	notes	tags	missing	teanno_sum	sample_dir
plant	GCA_041138505.1	GCA_041138505.1_ASM4113850v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_041138505.1_ASM4113850v1_genomic
plant	GCA_041296325.1	GCA_041296325.1_ASM4129632v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_041296325.1_ASM4129632v1_genomic
plant	GCA_042100155.1	GCA_042100155.1_ASM4210015v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_042100155.1_ASM4210015v1_genomic/GCA_042100155.1_ASM4210015v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_042100155.1_ASM4210015v1_genomic
plant	GCA_042692115.1	GCA_042692115.1_ASM4269211v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_042692115.1_ASM4269211v1_genomic/GCA_042692115.1_ASM4269211v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_042692115.1_ASM4269211v1_genomic
plant	GCA_042924565.1	GCA_042924565.1_ASM4292456v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_042924565.1_ASM4292456v1_genomic/GCA_042924565.1_ASM4292456v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_042924565.1_ASM4292456v1_genomic
plant	GCA_043789865.1	GCA_043789865.1_ASM4378986v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_043789865.1_ASM4378986v1_genomic/GCA_043789865.1_ASM4378986v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_043789865.1_ASM4378986v1_genomic
plant	GCA_043793475.1	GCA_043793475.1_ASM4379347v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_043793475.1_ASM4379347v1_genomic/GCA_043793475.1_ASM4379347v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_043793475.1_ASM4379347v1_genomic
plant	GCA_043873815.1	GCA_043873815.1_ASM4387381v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_043873815.1_ASM4387381v1_genomic/GCA_043873815.1_ASM4387381v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_043873815.1_ASM4387381v1_genomic
plant	GCA_044231435.1	GCA_044231435.1_ASM4423143v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_044231435.1_ASM4423143v1_genomic/GCA_044231435.1_ASM4423143v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_044231435.1_ASM4423143v1_genomic
plant	GCA_044706935.1	GCA_044706935.1_ITB_CL_G26_1.1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_044706935.1_ITB_CL_G26_1.1_genomic/GCA_044706935.1_ITB_CL_G26_1.1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_044706935.1_ITB_CL_G26_1.1_genomic
plant	GCA_044905855.1	GCA_044905855.1_ASM4490585v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_044905855.1_ASM4490585v1_genomic/GCA_044905855.1_ASM4490585v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_044905855.1_ASM4490585v1_genomic
plant	GCA_045071785.1	GCA_045071785.1_ASM4507178v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_045071785.1_ASM4507178v1_genomic
plant	GCA_046128155.1	GCA_046128155.1_ASM4612815v1_genomic	FAIL	PASS	FAIL	0.000	0	TOTAL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA		INFO_TOTAL_SOURCE_TOTAL; HARD_FAIL_TOTAL_TE; HARD_FAIL_LTR_TOTAL; HARD_FAIL_TIR; WARN_HELITRON_NOT_REPORTED; WARN_LINE_NOT_REPORTED; WARN_SINE_NOT_REPORTED; WARN_LTR_KNOWN_NOT_REPORTED		/data/NCBI-jieya_EDTA/GCA_046128155.1_ASM4612815v1_genomic/GCA_046128155.1_ASM4612815v1_genomic.fna.mod.EDTA.TEanno.sum	/data/NCBI-jieya_EDTA/GCA_046128155.1_ASM4612815v1_genomic
plant	GCA_046470805.1	GCA_046470805.1_ASM4647080v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_046470805.1_ASM4647080v1_genomic
plant	GCA_048169125.1	GCA_048169125.1_EIMB_LUsi_K-3018_1.0_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_048169125.1_EIMB_LUsi_K-3018_1.0_genomic
plant	GCA_048569145.1	GCA_048569145.1_CTS_1.0_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_048569145.1_CTS_1.0_genomic
plant	GCA_048932765.1	GCA_048932765.1_ASM4893276v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_048932765.1_ASM4893276v1_genomic
plant	GCA_048937375.1	GCA_048937375.1_ASM4893737v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_048937375.1_ASM4893737v1_genomic
plant	GCA_964605395.1	GCA_964605395.1_daTusFarf1.hap1.1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_964605395.1_daTusFarf1.hap1.1_genomic
plant	GCA_965212045.1	GCA_965212045.1_lpHorVulg1.hap2.1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCA_965212045.1_lpHorVulg1.hap2.1_genomic
plant	GCF_002878395.1	GCF_002878395.1_UCD10Xv1.1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCF_002878395.1_UCD10Xv1.1_genomic
plant	GCF_003573695.1	GCF_003573695.1_ASM357369v1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCF_003573695.1_ASM357369v1_genomic
plant	GCF_018446385.1	GCF_018446385.1_Zo_v1.1_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCF_018446385.1_Zo_v1.1_genomic
plant	GCF_019175385.1	GCF_019175385.1_ASM1917538v2_genomic	FAIL	FAIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	TECH_FAIL: incomplete EDTA output	TECH_MISSING_TEanno.sum; TECH_MISSING_TEanno.gff3; TECH_MISSING_TElib.fa; TECH_MISSING_EDTA.anno/	TEanno.sum; TEanno.gff3; TElib.fa; EDTA.anno/	NA	/data/NCBI-jieya_EDTA/GCF_019175385.1_ASM1917538v2_genomic
